Fighter,Elo,Opponent,Change
Demetrious Johnson,1095.28,Ian McCall,-24.97
Demetrious Johnson,1205.31,Ian McCall,110.03
Demetrious Johnson,1336.77,Joseph Benavidez,131.46
Demetrious Johnson,1456.13,John Dodson,119.36
Demetrious Johnson,1542.39,John Moraga,86.26
Demetrious Johnson,1776.41,Joseph Benavidez,234.02
Demetrious Johnson,1822.05,Ali Bagautinov,45.64
Demetrious Johnson,1904.54,Chris Cariaso,82.49
Demetrious Johnson,1942.3,Kyoji Horiguchi,37.76
Demetrious Johnson,1996.29,John Dodson,53.99
Demetrious Johnson,2153.37,Henry Cejudo,157.08
Demetrious Johnson,2183.42,Tim Elliott,30.05
Demetrious Johnson,2240.85,Wilson Reis,57.43
Demetrious Johnson,2272.3,Ray Borg,31.45
Demetrious Johnson,2095.32,Henry Cejudo,-176.98
Alexandre Pantoja,1125.0,Eric Shelton,125.0
Alexandre Pantoja,1212.43,Neil Seery,87.43
Alexandre Pantoja,1111.76,Dustin Ortiz,-100.67
Alexandre Pantoja,1282.33,Brandon Moreno,170.57
Alexandre Pantoja,1469.16,Yuta Sasaki,186.83
Alexandre Pantoja,1683.33,Wilson Reis,214.17
Alexandre Pantoja,1519.63,Deiveson Figueiredo,-163.7
Alexandre Pantoja,1714.28,Matt Schnell,194.65
Alexandre Pantoja,1516.55,Askar Askarov,-197.73
Alexandre Pantoja,1573.85,Manel Kape,57.3
Alexandre Pantoja,1655.15,Brandon Royval,81.3
Alexandre Pantoja,1863.31,Alex Perez,208.16
Alexandre Pantoja,2019.82,Brandon Moreno,156.51
Alexandre Pantoja,2061.9,Brandon Royval,42.08
Alexandre Pantoja,2094.85,Steve Erceg,32.95
Glover Teixeira,1274.37,Kyle Kingsbury,274.37
Glover Teixeira,1369.93,Fabio Maldonado,95.56
Glover Teixeira,1541.69,Quinton Jackson,171.76
Glover Teixeira,1746.02,James Te Huna,204.33
Glover Teixeira,1961.87,Ryan Bader,215.85
Glover Teixeira,1926.89,Jon Jones,-34.98
Glover Teixeira,1762.17,Phil Davis,-164.72
Glover Teixeira,1911.24,Ovince Saint Preux,149.07
Glover Teixeira,1988.66,Patrick Cummins,77.42
Glover Teixeira,2212.8,Rashad Evans,224.14
Glover Teixeira,2012.36,Anthony Johnson,-200.44
Glover Teixeira,2063.62,Jared Cannonier,51.26
Glover Teixeira,1905.45,Alexander Gustafsson,-158.17
Glover Teixeira,2062.9,Misha Cirkunov,157.45
Glover Teixeira,1864.76,Corey Anderson,-198.14
Glover Teixeira,2016.75,Karl Roberson,151.99
Glover Teixeira,2097.24,Ion Cutelaba,80.49
Glover Teixeira,2152.11,Nikita Krylov,54.87
Glover Teixeira,2212.95,Anthony Smith,60.84
Glover Teixeira,2274.96,Thiago Santos,62.01
Glover Teixeira,2445.96,Jan Blachowicz,171.0
Glover Teixeira,2266.43,Jiri Prochazka,-179.53
Glover Teixeira,2093.61,Jamahal Hill,-172.82
Jack Della Maddalena,1225.0,Pete Rodriguez,225.0
Jack Della Maddalena,1466.53,Ramazan Emeev,241.53
Jack Della Maddalena,1647.76,Danny Roberts,181.23
Jack Della Maddalena,1917.87,Randy Brown,270.11
Jack Della Maddalena,1918.19,Kevin Holland,0.32
Jack Della Maddalena,2092.03,Gilbert Burns,173.84
Israel Adesanya,1128.53,Rob Wilkinson,128.53
Israel Adesanya,1296.3,Marvin Vettori,167.77
Israel Adesanya,1462.59,Brad Tavares,166.29
Israel Adesanya,1752.2,Derek Brunson,289.61
Israel Adesanya,1949.65,Anderson Silva,197.45
Israel Adesanya,2113.27,Kelvin Gastelum,163.62
Israel Adesanya,2315.56,Robert Whittaker,202.29
Israel Adesanya,2360.42,Yoel Romero,44.86
Israel Adesanya,2440.94,Paulo Costa,80.52
Israel Adesanya,2295.15,Jan Blachowicz,-145.79
Israel Adesanya,2338.65,Marvin Vettori,43.5
Israel Adesanya,2444.33,Robert Whittaker,105.68
Israel Adesanya,2481.81,Jared Cannonier,37.48
Israel Adesanya,2302.83,Alex Pereira,-178.98
Israel Adesanya,2385.51,Alex Pereira,82.68
Israel Adesanya,2208.85,Sean Strickland,-176.66
Israel Adesanya,2089.0,Dricus Du Plessis,-119.85
Ciryl Gane,1225.0,Raphael Pessoa,225.0
Ciryl Gane,1307.25,Don'Tale Mayes,82.25
Ciryl Gane,1390.76,Tanner Boser,83.51
Ciryl Gane,1578.56,Junior Dos Santos,187.8
Ciryl Gane,1719.47,Jairzinho Rozenstruik,140.91
Ciryl Gane,1864.26,Alexander Volkov,144.79
Ciryl Gane,2042.02,Derrick Lewis,177.76
Ciryl Gane,2010.48,Francis Ngannou,-31.54
Ciryl Gane,2128.61,Tai Tuivasa,118.13
Ciryl Gane,1975.38,Jon Jones,-153.23
Ciryl Gane,2078.65,Serghei Spivac,103.27
Michel Pereira,1271.89,Danny Roberts,271.89
Michel Pereira,1140.34,Diego Sanchez,-131.55
Michel Pereira,1204.87,Zelim Imadaev,64.53
Michel Pereira,1387.31,Khaos Williams,182.44
Michel Pereira,1536.76,Niko Price,149.45
Michel Pereira,1593.29,Andre Fialho,56.53
Michel Pereira,1746.46,Santiago Ponzinibbio,153.17
Michel Pereira,1936.07,Andre Petroski,189.61
Michel Pereira,2103.9,Michal Oleksiejczuk,167.83
Michel Pereira,2254.15,Ihor Potieria,150.25
Michel Pereira,2076.78,Anthony Hernandez,-177.37
Robert Whittaker,1125.0,Brad Scott,125.0
Robert Whittaker,1250.0,Colton Smith,125.0
Robert Whittaker,1149.97,Court McGee,-100.03
Robert Whittaker,961.45,Stephen Thompson,-188.52
Robert Whittaker,1068.16,Mike Rhodes,106.71
Robert Whittaker,1279.87,Clint Hester,211.71
Robert Whittaker,1529.41,Brad Tavares,249.54
Robert Whittaker,1670.68,Uriah Hall,141.27
Robert Whittaker,1752.76,Rafael Natal,82.08
Robert Whittaker,2037.24,Derek Brunson,284.48
Robert Whittaker,2228.86,Jacare Souza,191.62
Robert Whittaker,2334.86,Yoel Romero,106.0
Robert Whittaker,2412.68,Yoel Romero,77.82
Robert Whittaker,2210.39,Israel Adesanya,-202.29
Robert Whittaker,2250.82,Darren Till,40.43
Robert Whittaker,2305.21,Jared Cannonier,54.39
Robert Whittaker,2341.78,Kelvin Gastelum,36.57
Robert Whittaker,2236.1,Israel Adesanya,-105.68
Robert Whittaker,2307.72,Marvin Vettori,71.62
Robert Whittaker,2095.63,Dricus Du Plessis,-212.09
Robert Whittaker,2163.46,Paulo Costa,67.83
Robert Whittaker,2314.17,Ikram Aliskerov,150.71
Robert Whittaker,2070.82,Khamzat Chimaev,-243.35
Alexander Volkanovski,1129.72,Yusuke Kasuya,129.72
Alexander Volkanovski,1226.23,Mizuto Hirota,96.51
Alexander Volkanovski,1308.3,Shane Young,82.07
Alexander Volkanovski,1466.0,Jeremy Kennedy,157.7
Alexander Volkanovski,1653.24,Darren Elkins,187.24
Alexander Volkanovski,1842.97,Chad Mendes,189.73
Alexander Volkanovski,2012.31,Jose Aldo,169.34
Alexander Volkanovski,2165.78,Max Holloway,153.47
Alexander Volkanovski,2262.22,Max Holloway,96.44
Alexander Volkanovski,2334.03,Brian Ortega,71.81
Alexander Volkanovski,2390.69,Chan Sung Jung,56.66
Alexander Volkanovski,2448.93,Max Holloway,58.24
Alexander Volkanovski,2361.54,Islam Makhachev,-87.39
Alexander Volkanovski,2448.4,Yair Rodriguez,86.86
Alexander Volkanovski,2257.6,Islam Makhachev,-190.8
Alexander Volkanovski,2058.09,Ilia Topuria,-199.51
Jan Blachowicz,1280.17,Ilir Latifi,280.17
Jan Blachowicz,1163.14,Jimi Manuwa,-117.03
Jan Blachowicz,1034.53,Corey Anderson,-128.61
Jan Blachowicz,1100.53,Igor Pokrajac,66.0
Jan Blachowicz,1045.96,Alexander Gustafsson,-54.57
Jan Blachowicz,897.3,Patrick Cummins,-148.66
Jan Blachowicz,1081.47,Devin Clark,184.17
Jan Blachowicz,1236.7,Jared Cannonier,155.23
Jan Blachowicz,1407.61,Jimi Manuwa,170.91
Jan Blachowicz,1571.5,Nikita Krylov,163.89
Jan Blachowicz,1477.79,Thiago Santos,-93.71
Jan Blachowicz,1679.98,Luke Rockhold,202.19
Jan Blachowicz,1848.82,Jacare Souza,168.84
Jan Blachowicz,2087.09,Corey Anderson,238.27
Jan Blachowicz,2229.13,Dominick Reyes,142.04
Jan Blachowicz,2374.92,Israel Adesanya,145.79
Jan Blachowicz,2203.92,Glover Teixeira,-171.0
Jan Blachowicz,2271.46,Aleksandar Rakic,67.54
Jan Blachowicz,2247.65,Magomed Ankalaev,-23.81
Jan Blachowicz,2054.26,Alex Pereira,-193.39
Renato Moicano,1094.64,Tom Niinimaki,94.64
Renato Moicano,1145.79,Zubaira Tukhugov,51.15
Renato Moicano,1329.73,Jeremy Stephens,183.94
Renato Moicano,1231.0,Brian Ortega,-98.73
Renato Moicano,1377.88,Calvin Kattar,146.88
Renato Moicano,1640.59,Cub Swanson,262.71
Renato Moicano,1547.53,Jose Aldo,-93.06
Renato Moicano,1328.3,Chan Sung Jung,-219.23
Renato Moicano,1510.34,Damir Hadzovic,182.04
Renato Moicano,1227.4,Rafael Fiziev,-282.94
Renato Moicano,1327.47,Jai Herbert,100.07
Renato Moicano,1527.52,Alexander Hernandez,200.05
Renato Moicano,1482.13,Rafael Dos Anjos,-45.39
Renato Moicano,1695.01,Brad Riddell,212.88
Renato Moicano,1826.61,Drew Dober,131.6
Renato Moicano,1939.7,Jalin Turner,113.09
Renato Moicano,2051.85,Benoit Saint Denis,112.15
Ian Machado Garry,1188.21,Jordan Williams,188.21
Ian Machado Garry,1263.02,Darian Weeks,74.81
Ian Machado Garry,1373.06,Gabe Green,110.04
Ian Machado Garry,1452.08,Song Kenan,79.02
Ian Machado Garry,1730.36,Daniel Rodriguez,278.28
Ian Machado Garry,1876.47,Neil Magny,146.11
Ian Machado Garry,1998.54,Geoff Neal,122.07
Ian Machado Garry,2050.03,Michael Page,51.49
Brendan Allen,1203.05,Kevin Holland,203.05
Brendan Allen,1485.05,Tom Breese,282.0
Brendan Allen,1543.71,Kyle Daukaus,58.66
Brendan Allen,1379.01,Sean Strickland,-164.7
Brendan Allen,1545.84,Karl Roberson,166.83
Brendan Allen,1644.81,Punahele Soriano,98.97
Brendan Allen,1436.65,Chris Curtis,-208.16
Brendan Allen,1513.79,Sam Alvey,77.14
Brendan Allen,1576.25,Jacob Malkoun,62.46
Brendan Allen,1829.91,Krzysztof Jotko,253.66
Brendan Allen,1979.86,Andre Muniz,149.95
Brendan Allen,2150.61,Bruno Silva,170.75
Brendan Allen,2206.25,Paul Craig,55.64
Brendan Allen,2239.64,Chris Curtis,33.39
Brendan Allen,2047.02,Nassourdine Imavov,-192.62
Sean O'Malley,1099.12,Terrion Ware,99.12
Sean O'Malley,1203.17,Andre Soukhamthath,104.05
Sean O'Malley,1448.58,Jose Quinonez,245.41
Sean O'Malley,1639.56,Eddie Wineland,190.98
Sean O'Malley,1386.2,Marlon Vera,-253.36
Sean O'Malley,1456.64,Thomas Almeida,70.44
Sean O'Malley,1516.74,Kris Moutinho,60.1
Sean O'Malley,1691.6,Raulian Paiva,174.86
Sean O'Malley,1852.36,Petr Yan,160.76
Sean O'Malley,2071.47,Aljamain Sterling,219.11
Sean O'Malley,2149.31,Marlon Vera,77.84
Sean O'Malley,2040.96,Merab Dvalishvili,-108.35
TJ Grant,1119.48,Ryo Chonan,119.48
TJ Grant,1019.04,Dong Hyun Kim,-100.44
TJ Grant,1242.4,Kevin Burns,223.36
TJ Grant,1138.77,Johny Hendricks,-103.63
TJ Grant,1219.47,Julio Paulino,80.7
TJ Grant,1117.73,Ricardo Almeida,-101.74
TJ Grant,1227.8,Shane Roller,110.07
TJ Grant,1361.39,Carlo Prater,133.59
TJ Grant,1513.28,Evan Dunham,151.89
TJ Grant,1786.46,Matt Wiman,273.18
TJ Grant,2040.46,Gray Maynard,254.0
Ryan Bader,1225.0,Vinny Magalhaes,225.0
Ryan Bader,1285.98,Carmelo Marrero,60.98
Ryan Bader,1415.97,Eric Schafer,129.99
Ryan Bader,1481.43,Keith Jardine,65.46
Ryan Bader,1590.24,Rogerio Nogueira,108.81
Ryan Bader,1463.21,Jon Jones,-127.03
Ryan Bader,1284.88,Tito Ortiz,-178.33
Ryan Bader,1456.58,Jason Brilz,171.7
Ryan Bader,1638.89,Quinton Jackson,182.31
Ryan Bader,1508.51,Lyoto Machida,-130.38
Ryan Bader,1703.41,Vladimir Matyushenko,194.9
Ryan Bader,1487.56,Glover Teixeira,-215.85
Ryan Bader,1607.4,Anthony Perosh,119.84
Ryan Bader,1665.27,Rafael Cavalcante,57.87
Ryan Bader,1766.05,Ovince Saint Preux,100.78
Ryan Bader,1916.11,Phil Davis,150.06
Ryan Bader,2085.74,Rashad Evans,169.63
Ryan Bader,1866.29,Anthony Johnson,-219.45
Ryan Bader,1963.47,Ilir Latifi,97.18
Ryan Bader,2023.15,Rogerio Nogueira,59.68
Nate Diaz,1150.0,Manvel Gamburyan,150.0
Nate Diaz,1329.47,Junior Assuncao,179.47
Nate Diaz,1499.45,Alvin Robinson,169.98
Nate Diaz,1618.22,Kurt Pellegrino,118.77
Nate Diaz,1675.65,Josh Neer,57.43
Nate Diaz,1498.45,Joe Stevenson,-177.2
Nate Diaz,1601.0,Melvin Guillard,102.55
Nate Diaz,1506.39,Gray Maynard,-94.61
Nate Diaz,1663.54,Rory Markham,157.15
Nate Diaz,1748.81,Marcus Davis,85.27
Nate Diaz,1549.88,Rory MacDonald,-198.93
Nate Diaz,1721.55,Takanori Gomi,171.67
Nate Diaz,1856.81,Donald Cerrone,135.26
Nate Diaz,2036.35,Jim Miller,179.54
Nate Diaz,1897.41,Benson Henderson,-138.94
Nate Diaz,1674.52,Josh Thomson,-222.89
Nate Diaz,1899.45,Gray Maynard,224.93
Nate Diaz,1805.01,Rafael Dos Anjos,-94.44
Nate Diaz,1887.84,Michael Johnson,82.83
Nate Diaz,2099.4,Conor McGregor,211.56
Nate Diaz,1990.01,Conor McGregor,-109.39
Nate Diaz,2104.12,Anthony Pettis,114.11
Nate Diaz,1960.15,Jorge Masvidal,-143.97
Nate Diaz,1891.96,Leon Edwards,-68.19
Nate Diaz,2016.43,Tony Ferguson,124.47
Mario Bautista,832.05,Cory Sandhagen,-167.95
Mario Bautista,975.19,Jin Soo Son,143.14
Mario Bautista,1161.87,Miles Johns,186.68
Mario Bautista,979.25,Trevin Jones,-182.62
Mario Bautista,1108.72,Jay Perrin,129.47
Mario Bautista,1347.05,Brian Kelleher,238.33
Mario Bautista,1523.95,Benito Lopez,176.9
Mario Bautista,1686.56,Guido Cannetti,162.61
Mario Bautista,1747.01,Da'Mon Blackshear,60.45
Mario Bautista,1858.95,Ricky Simon,111.94
Mario Bautista,2004.46,Jose Aldo,145.51
Diego Lopes,947.98,Movsar Evloev,-52.02
Diego Lopes,1218.15,Gavin Tucker,270.17
Diego Lopes,1469.76,Pat Sabatini,251.61
Diego Lopes,1734.78,Sodiq Yusuff,265.02
Diego Lopes,1861.31,Dan Ige,126.53
Diego Lopes,2000.78,Brian Ortega,139.47
Henry Cejudo,1123.7,Dustin Kimura,123.7
Henry Cejudo,1270.54,Chris Cariaso,146.84
Henry Cejudo,1364.52,Chico Camus,93.98
Henry Cejudo,1474.18,Jussier Formiga,109.66
Henry Cejudo,1317.1,Demetrious Johnson,-157.08
Henry Cejudo,1258.98,Joseph Benavidez,-58.12
Henry Cejudo,1466.67,Wilson Reis,207.69
Henry Cejudo,1597.21,Sergio Pettis,130.54
Henry Cejudo,1774.19,Demetrious Johnson,176.98
Henry Cejudo,2066.14,TJ Dillashaw,291.95
Henry Cejudo,2167.29,Marlon Moraes,101.15
Henry Cejudo,2252.1,Dominick Cruz,84.81
Henry Cejudo,2160.86,Aljamain Sterling,-91.24
Henry Cejudo,1998.61,Merab Dvalishvili,-162.25
Josh Emmett,1165.97,Jon Tuck,165.97
Josh Emmett,1264.79,Scott Holtzman,98.82
Josh Emmett,1091.62,Desmond Green,-173.17
Josh Emmett,1239.8,Felipe Arantes,148.18
Josh Emmett,1536.28,Ricardo Lamas,296.48
Josh Emmett,1394.79,Jeremy Stephens,-141.49
Josh Emmett,1550.63,Michael Johnson,155.84
Josh Emmett,1811.42,Mirsad Bektic,260.79
Josh Emmett,1879.91,Shane Burgos,68.49
Josh Emmett,1971.52,Dan Ige,91.61
Josh Emmett,2047.99,Calvin Kattar,76.47
Josh Emmett,1889.42,Yair Rodriguez,-158.57
Josh Emmett,1781.02,Ilia Topuria,-108.4
Josh Emmett,1993.18,Bryce Mitchell,212.16
Roman Dolidze,1187.29,Khadis Ibragimov,187.29
Roman Dolidze,1275.37,John Allan,88.08
Roman Dolidze,1159.48,Trevin Giles,-115.89
Roman Dolidze,1252.1,Laureano Staropoli,92.62
Roman Dolidze,1470.93,Kyle Daukaus,218.83
Roman Dolidze,1650.72,Phil Hawes,179.79
Roman Dolidze,1842.78,Jack Hermansson,192.06
Roman Dolidze,1720.42,Marvin Vettori,-122.36
Roman Dolidze,1559.32,Nassourdine Imavov,-161.1
Roman Dolidze,1735.52,Anthony Smith,176.2
Roman Dolidze,1992.27,Kevin Holland,256.75
Jailton Almeida,1238.08,Danilo Marques,238.08
Jailton Almeida,1436.62,Parker Porter,198.54
Jailton Almeida,1597.86,Anton Turkalj,161.24
Jailton Almeida,1679.95,Shamil Abdurakhimov,82.09
Jailton Almeida,1906.82,Jairzinho Rozenstruik,226.87
Jailton Almeida,1967.59,Derrick Lewis,60.77
Jailton Almeida,1818.96,Curtis Blaydes,-148.63
Jailton Almeida,1986.81,Alexandr Romanov,167.85
Vicente Luque,875.0,Michael Graves,-125.0
Vicente Luque,1094.61,Hayder Hassan,219.61
Vicente Luque,1271.51,Alvaro Herrera Mendoza,176.9
Vicente Luque,1452.08,Hector Urbina,180.57
Vicente Luque,1618.84,Belal Muhammad,166.76
Vicente Luque,1460.71,Leon Edwards,-158.13
Vicente Luque,1592.72,Niko Price,132.01
Vicente Luque,1794.78,Chad Laprise,202.06
Vicente Luque,1946.31,Jalin Turner,151.53
Vicente Luque,2009.67,Bryan Barberena,63.36
Vicente Luque,2160.12,Derrick Krantz,150.45
Vicente Luque,2213.56,Mike Perry,53.44
Vicente Luque,2022.68,Stephen Thompson,-190.88
Vicente Luque,2082.72,Niko Price,60.04
Vicente Luque,2162.62,Randy Brown,79.9
Vicente Luque,2340.94,Tyron Woodley,178.32
Vicente Luque,2506.01,Michael Chiesa,165.07
Vicente Luque,2333.0,Belal Muhammad,-173.01
Vicente Luque,2140.15,Geoff Neal,-192.85
Vicente Luque,2201.08,Rafael Dos Anjos,60.93
Vicente Luque,1978.36,Joaquin Buckley,-222.72
Zhang Weili,1121.38,Danielle Taylor,121.38
Zhang Weili,1310.23,Jessica Aguilar,188.85
Zhang Weili,1418.62,Tecia Pennington,108.39
Zhang Weili,1712.07,Jessica Andrade,293.45
Zhang Weili,1773.67,Joanna Jedrzejczyk,61.6
Zhang Weili,1542.35,Rose Namajunas,-231.32
Zhang Weili,1500.91,Rose Namajunas,-41.44
Zhang Weili,1633.96,Joanna Jedrzejczyk,133.05
Zhang Weili,1817.97,Carla Esparza,184.01
Zhang Weili,1903.17,Amanda Lemos,85.2
Zhang Weili,1975.47,Yan Xiaonan,72.3
Conor McGregor,1281.47,Marcus Brimage,281.47
Conor McGregor,1365.49,Max Holloway,84.02
Conor McGregor,1568.14,Diego Brandao,202.65
Conor McGregor,1841.65,Dustin Poirier,273.51
Conor McGregor,1939.53,Dennis Siver,97.88
Conor McGregor,2097.11,Chad Mendes,157.58
Conor McGregor,2290.61,Jose Aldo,193.5
Conor McGregor,2079.05,Nate Diaz,-211.56
Conor McGregor,2188.44,Nate Diaz,109.39
Conor McGregor,2268.42,Eddie Alvarez,79.98
Conor McGregor,2137.88,Khabib Nurmagomedov,-130.54
Conor McGregor,2304.75,Donald Cerrone,166.87
Conor McGregor,2146.35,Dustin Poirier,-158.4
Conor McGregor,1971.12,Dustin Poirier,-175.23
Geoff Neal,1187.12,Brian Camozzi,187.12
Geoff Neal,1292.34,Frank Camacho,105.22
Geoff Neal,1456.32,Belal Muhammad,163.98
Geoff Neal,1614.83,Niko Price,158.51
Geoff Neal,1807.58,Mike Perry,192.75
Geoff Neal,1727.74,Stephen Thompson,-79.84
Geoff Neal,1639.74,Neil Magny,-88.0
Geoff Neal,1812.79,Santiago Ponzinibbio,173.05
Geoff Neal,2005.64,Vicente Luque,192.85
Geoff Neal,1862.87,Shavkat Rakhmonov,-142.77
Geoff Neal,1740.8,Ian Machado Garry,-122.07
Geoff Neal,1963.42,Rafael Dos Anjos,222.62
TJ Dillashaw,775.0,John Dodson,-225.0
TJ Dillashaw,949.89,Walel Watson,174.89
TJ Dillashaw,1200.91,Vaughan Lee,251.02
TJ Dillashaw,1306.91,Issei Tamura,106.0
TJ Dillashaw,1536.71,Hugo Viana,229.8
TJ Dillashaw,1383.84,Raphael Assuncao,-152.87
TJ Dillashaw,1455.9,Mike Easton,72.06
TJ Dillashaw,1627.39,Renan Barao,171.49
TJ Dillashaw,1661.33,Joe Soto,33.94
TJ Dillashaw,1814.06,Renan Barao,152.73
TJ Dillashaw,1659.56,Dominick Cruz,-154.5
TJ Dillashaw,1791.81,Raphael Assuncao,132.25
TJ Dillashaw,1948.73,John Lineker,156.92
TJ Dillashaw,2099.72,Cody Garbrandt,150.99
TJ Dillashaw,2272.66,Cody Garbrandt,172.94
TJ Dillashaw,1980.71,Henry Cejudo,-291.95
TJ Dillashaw,2092.77,Cory Sandhagen,112.06
TJ Dillashaw,1962.48,Aljamain Sterling,-130.29
Movsar Evloev,1125.0,SeungWoo Choi,125.0
Movsar Evloev,1279.24,Enrique Barzola,154.24
Movsar Evloev,1385.92,Mike Grundy,106.68
Movsar Evloev,1506.11,Nik Lentz,120.19
Movsar Evloev,1620.51,Hakeem Dawodu,114.4
Movsar Evloev,1745.83,Dan Ige,125.32
Movsar Evloev,1797.85,Diego Lopes,52.02
Movsar Evloev,1958.07,Arnold Allen,160.22
Randy Brown,1118.04,Matt Dwyer,118.04
Randy Brown,969.54,Michael Graves,-148.5
Randy Brown,1126.03,Erick Montano,156.49
Randy Brown,1249.96,Brian Camozzi,123.93
Randy Brown,1069.99,Belal Muhammad,-179.97
Randy Brown,1259.41,Mickey Gall,189.42
Randy Brown,1127.64,Niko Price,-131.77
Randy Brown,1310.12,Bryan Barberena,182.48
Randy Brown,1494.05,Warlley Alves,183.93
Randy Brown,1414.15,Vicente Luque,-79.9
Randy Brown,1588.23,Alex Oliveira,174.08
Randy Brown,1643.55,Jared Gooden,55.32
Randy Brown,1757.84,Khaos Williams,114.29
Randy Brown,1889.4,Francisco Trinaldo,131.56
Randy Brown,1619.29,Jack Della Maddalena,-270.11
Randy Brown,1672.89,Wellington Turman,53.6
Randy Brown,1866.88,Muslim Salikhov,193.99
Randy Brown,1954.08,Elizeu Zaleski dos Santos,87.2
Valentina Shevchenko,1119.18,Sarah Kaufman,119.18
Valentina Shevchenko,1057.91,Amanda Nunes,-61.27
Valentina Shevchenko,1219.68,Holly Holm,161.77
Valentina Shevchenko,1425.56,Julianna Pena,205.88
Valentina Shevchenko,1391.11,Amanda Nunes,-34.45
Valentina Shevchenko,1480.39,Priscila Cachoeira,89.28
Valentina Shevchenko,1579.03,Joanna Jedrzejczyk,98.64
Valentina Shevchenko,1670.71,Jessica Eye,91.68
Valentina Shevchenko,1709.84,Liz Carmouche,39.13
Valentina Shevchenko,1780.61,Katlyn Cerminara,70.77
Valentina Shevchenko,1820.71,Jennifer Maia,40.1
Valentina Shevchenko,1950.59,Jessica Andrade,129.88
Valentina Shevchenko,1996.86,Lauren Murphy,46.27
Valentina Shevchenko,2034.34,Taila Santos,37.48
Valentina Shevchenko,1860.45,Alexa Grasso,-173.89
Valentina Shevchenko,1849.2,Alexa Grasso,-11.25
Valentina Shevchenko,1947.73,Alexa Grasso,98.53
Arnold Allen,1099.12,Alan Omer,99.12
Arnold Allen,1183.28,Yaotzin Meza,84.16
Arnold Allen,1359.64,Makwan Amirkhani,176.36
Arnold Allen,1431.24,Mads Burnell,71.6
Arnold Allen,1503.07,Jordan Rinaldi,71.83
Arnold Allen,1556.04,Gilbert Melendez,52.97
Arnold Allen,1662.94,Nik Lentz,106.9
Arnold Allen,1788.57,Sodiq Yusuff,125.63
Arnold Allen,1971.6,Dan Hooker,183.03
Arnold Allen,2080.22,Calvin Kattar,108.62
Arnold Allen,1974.87,Max Holloway,-105.35
Arnold Allen,1814.65,Movsar Evloev,-160.22
Arnold Allen,1944.86,Giga Chikadze,130.21
Sergei Pavlovich,848.12,Alistair Overeem,-151.88
Sergei Pavlovich,1081.24,Marcelo Golm,233.12
Sergei Pavlovich,1366.5,Maurice Greene,285.26
Sergei Pavlovich,1573.93,Shamil Abdurakhimov,207.43
Sergei Pavlovich,1859.44,Derrick Lewis,285.51
Sergei Pavlovich,2084.66,Tai Tuivasa,225.22
Sergei Pavlovich,2339.01,Curtis Blaydes,254.35
Sergei Pavlovich,2052.63,Tom Aspinall,-286.38
Sergei Pavlovich,1941.73,Alexander Volkov,-110.9
Sean Brady,1134.77,Court McGee,134.77
Sean Brady,1281.93,Ismail Naurdiev,147.16
Sean Brady,1419.75,Christian Aguilera,137.82
Sean Brady,1575.78,Jake Matthews,156.03
Sean Brady,1742.69,Michael Chiesa,166.91
Sean Brady,1654.89,Belal Muhammad,-87.8
Sean Brady,1794.03,Kelvin Gastelum,139.14
Sean Brady,1941.11,Gilbert Burns,147.08
Cory Sandhagen,1150.0,Austin Arnett,150.0
Cory Sandhagen,1346.67,Iuri Alcantara,196.67
Cory Sandhagen,1514.62,Mario Bautista,167.95
Cory Sandhagen,1700.83,John Lineker,186.21
Cory Sandhagen,1800.72,Raphael Assuncao,99.89
Cory Sandhagen,1576.53,Aljamain Sterling,-224.19
Cory Sandhagen,1788.7,Marlon Moraes,212.17
Cory Sandhagen,2013.49,Frankie Edgar,224.79
Cory Sandhagen,1901.43,TJ Dillashaw,-112.06
Cory Sandhagen,1779.15,Petr Yan,-122.28
Cory Sandhagen,1903.06,Song Yadong,123.91
Cory Sandhagen,2023.57,Marlon Vera,120.51
Cory Sandhagen,2098.58,Rob Font,75.01
Cory Sandhagen,1938.19,Umar Nurmagomedov,-160.39
Oleg Taktarov,1225.0,Ernie Verdicia,225.0
Oleg Taktarov,1275.52,Dan Severn,50.52
Oleg Taktarov,1490.08,Dave Beneteau,214.56
Oleg Taktarov,1650.69,Anthony Macias,160.61
Oleg Taktarov,1836.62,David Abbott,185.93
Oleg Taktarov,1817.51,Ken Shamrock,-19.11
Oleg Taktarov,1968.95,Dave Beneteau,151.44
Oleg Taktarov,2142.73,Marco Ruas,173.78
Oleg Taktarov,1936.77,Dan Severn,-205.96
Umar Nurmagomedov,1150.0,Sergey Morozov,150.0
Umar Nurmagomedov,1427.17,Brian Kelleher,277.17
Umar Nurmagomedov,1544.23,Nate Maness,117.06
Umar Nurmagomedov,1717.09,Raoni Barcelos,172.86
Umar Nurmagomedov,1769.47,Bekzat Almakhan,52.38
Umar Nurmagomedov,1929.86,Cory Sandhagen,160.39
Fabricio Werdum,948.96,Andrei Arlovski,-51.04
Fabricio Werdum,1168.91,Gabriel Gonzaga,219.95
Fabricio Werdum,1456.79,Brandon Vera,287.88
Fabricio Werdum,1166.88,Junior Dos Santos,-289.91
